1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
216000;Handtaschenraub;9162000;München;insg.;43;22;21;0;0;0;3;3;0;3;3;0;8;6;2;5;2;3;19;11;8;8;0;8;27;11;16
216000;Handtaschenraub;5515000;Münster;voll.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;3;4;0;4
216000;Handtaschenraub;5515000;Münster;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;5515000;Münster;insg.;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;4;5;0;5
216000;Handtaschenraub;5162024;Neuss;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5162024;Neuss;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5162024;Neuss;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;9564000;Nürnberg;voll.;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;0;2;5;2;3
216000;Handtaschenraub;9564000;Nürnberg;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;9564000;Nürnberg;insg.;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;2;2;2;0;2;6;2;4
216000;Handtaschenraub;5119000;Oberhausen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5119000;Oberhausen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5119000;Oberhausen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;6413000;Offenbach am Main;voll.;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;5;0;5;7;0;7
216000;Handtaschenraub;6413000;Offenbach am Main;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2
216000;Handtaschenraub;6413000;Offenbach am Main;insg.;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;6;0;6;9;0;9
216000;Handtaschenraub;3403000;Oldenburg (Oldenburg);voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;3403000;Oldenburg (Oldenburg);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;3403000;Oldenburg (Oldenburg);insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;3404000;Osnabrück;voll.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3
216000;Handtaschenraub;3404000;Osnabrück;vers.;2;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;3404000;Osnabrück;insg.;5;0;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;0;3;1;0;1;4;0;4
216000;Handtaschenraub;5774032;Paderborn;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;5774032;Paderborn;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2
216000;Handtaschenraub;5774032;Paderborn;insg.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3
216000;Handtaschenraub;8231000;Pforzheim;voll.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
216000;Handtaschenraub;8231000;Pforzheim;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;8231000;Pforzheim;insg.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
216000;Handtaschenraub;12054000;Potsdam;voll.;5;3;2;0;0;0;1;1;0;1;1;0;1;1;0;1;0;1;1;1;0;1;0;1;2;1;1
216000;Handtaschenraub;12054000;Potsdam;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;12054000;Potsdam;insg.;5;3;2;0;0;0;1;1;0;1;1;0;1;1;0;1;0;1;1;1;0;1;0;1;2;1;1
216000;Handtaschenraub;5562032;Recklinghausen;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;5562032;Recklinghausen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5562032;Recklinghausen;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;9362000;Regensburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;9362000;Regensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;9362000;Regensburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5120000;Remscheid;voll.;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;3;0;3;5;0;5
216000;Handtaschenraub;5120000;Remscheid;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;5120000;Remscheid;insg.;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;4;0;4;6;0;6
216000;Handtaschenraub;8415061;Reutlingen;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;8415061;Reutlingen;vers.;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;8415061;Reutlingen;insg.;2;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;13003000;Rostock;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;13003000;Rostock;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;13003000;Rostock;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;10041100;Saarbrücken;voll.;2;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;10041100;Saarbrücken;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;1
216000;Handtaschenraub;10041100;Saarbrücken;insg.;4;1;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;1;1;0;1;3;1;2
216000;Handtaschenraub;3102000;Salzgitter;voll.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2
216000;Handtaschenraub;3102000;Salzgitter;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;3102000;Salzgitter;insg.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2
216000;Handtaschenraub;13004000;Schwerin;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;13004000;Schwerin;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
216000;Handtaschenraub;13004000;Schwerin;insg.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
216000;Handtaschenraub;5970040;Siegen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5970040;Siegen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5970040;Siegen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5122000;Solingen;voll.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3
216000;Handtaschenraub;5122000;Solingen;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
216000;Handtaschenraub;5122000;Solingen;insg.;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;0;0;0;5;1;4
216000;Handtaschenraub;8111000;Stuttgart;voll.;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;4;1;3;7;1;6
216000;Handtaschenraub;8111000;Stuttgart;vers.;6;1;5;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;4;0;4;0;0;0;4;0;4
216000;Handtaschenraub;8111000;Stuttgart;insg.;13;2;11;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;7;0;7;4;1;3;11;1;10
216000;Handtaschenraub;7211000;Trier;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;7211000;Trier;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;7211000;Trier;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;8421000;Ulm;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;8421000;Ulm;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
216000;Handtaschenraub;8421000;Ulm;insg.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
216000;Handtaschenraub;6414000;Wiesbaden;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;6414000;Wiesbaden;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
216000;Handtaschenraub;6414000;Wiesbaden;insg.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
216000;Handtaschenraub;3103000;Wolfsburg;voll.;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;5;1;4
216000;Handtaschenraub;3103000;Wolfsburg;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
216000;Handtaschenraub;3103000;Wolfsburg;insg.;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;5;6;1;5
216000;Handtaschenraub;5124000;Wuppertal;voll.;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4;0;4;6;1;5
216000;Handtaschenraub;5124000;Wuppertal;vers.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;3;3;0
216000;Handtaschenraub;5124000;Wuppertal;insg.;9;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;5;1;4;9;4;5
216000;Handtaschenraub;9663000;Würzburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;9663000;Würzburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;9663000;Würzburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5334002;Aachen;voll.;64;57;7;0;0;0;2;2;0;2;2;0;6;5;1;10;8;2;39;35;4;7;7;0;46;42;4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5334002;Aachen;vers.;20;17;3;0;0;0;1;1;0;1;1;0;1;1;0;2;2;0;13;11;2;3;2;1;16;13;3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5334002;Aachen;insg.;84;74;10;0;0;0;3;3;0;3;3;0;7;6;1;12;10;2;52;46;6;10;9;1;62;55;7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9761000;Augsburg;voll.;30;23;7;1;1;0;3;3;0;4;4;0;2;2;0;4;3;1;19;14;5;1;0;1;20;14;6
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9761000;Augsburg;vers.;6;3;3;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;3;2;1;0;0;0;3;2;1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9761000;Augsburg;insg.;36;26;10;1;1;0;3;3;0;4;4;0;3;2;1;6;4;2;22;16;6;1;0;1;23;16;7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5378004;Bergisch Gladbach;voll.;18;15;3;0;0;0;5;4;1;5;4;1;2;2;0;3;3;0;6;5;1;2;1;1;8;6;2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5378004;Bergisch Gladbach;vers.;7;6;1;0;0;0;2;2;0;2;2;0;1;1;0;1;1;0;3;2;1;0;0;0;3;2;1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5378004;Bergisch Gladbach;insg.;25;21;4;0;0;0;7;6;1;7;6;1;3;3;0;4;4;0;9;7;2;2;1;1;11;8;3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;11000000;Berlin;voll.;2,107;1,827;280;0;0;0;118;106;12;118;106;12;482;456;26;256;237;19;1,131;949;182;120;79;41;1,251;1,028;223
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;11000000;Berlin;vers.;570;487;83;0;0;0;61;52;9;61;52;9;106;100;6;69;64;5;306;250;56;28;21;7;334;271;63
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;11000000;Berlin;insg.;2,677;2,314;363;0;0;0;179;158;21;179;158;21;588;556;32;325;301;24;1,437;1,199;238;148;100;48;1,585;1,299;286
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5711000;Bielefeld;voll.;69;62;7;0;0;0;2;1;1;2;1;1;15;14;1;8;8;0;42;38;4;2;1;1;44;39;5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5711000;Bielefeld;vers.;19;15;4;0;0;0;1;1;0;1;1;0;1;1;0;5;5;0;11;8;3;1;0;1;12;8;4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5711000;Bielefeld;insg.;88;77;11;0;0;0;3;2;1;3;2;1;16;15;1;13;13;0;53;46;7;3;1;2;56;47;9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5911000;Bochum;voll.;63;49;14;0;0;0;5;2;3;5;2;3;10;8;2;7;6;1;37;33;4;4;0;4;41;33;8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5911000;Bochum;vers.;16;12;4;0;0;0;1;1;0;1;1;0;3;2;1;2;2;0;9;6;3;1;1;0;10;7;3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5911000;Bochum;insg.;79;61;18;0;0;0;6;3;3;6;3;3;13;10;3;9;8;1;46;39;7;5;1;4;51;40;11
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5314000;Bonn;voll.;102;95;7;0;0;0;5;5;0;5;5;0;25;24;1;26;23;3;37;34;3;9;9;0;46;43;3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5314000;Bonn;vers.;38;32;6;0;0;0;2;2;0;2;2;0;3;3;0;8;7;1;24;19;5;1;1;0;25;20;5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5314000;Bonn;insg.;140;127;13;0;0;0;7;7;0;7;7;0;28;27;1;34;30;4;61;53;8;10;10;0;71;63;8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5512000;Bottrop;voll.;9;8;1;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;4;4;0;1;0;1;5;4;1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5512000;Bottrop;vers.;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;5;5;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5512000;Bottrop;insg.;14;13;1;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;9;9;0;1;0;1;10;9;1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3101000;Braunschweig;voll.;33;31;2;0;0;0;3;3;0;3;3;0;8;8;0;2;2;0;17;15;2;3;3;0;20;18;2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3101000;Braunschweig;vers.;3;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;0;0;0;2;2;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3101000;Braunschweig;insg.;36;34;2;0;0;0;3;3;0;3;3;0;9;9;0;2;2;0;19;17;2;3;3;0;22;20;2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;4011000;Bremen;voll.;255;215;40;0;0;0;9;9;0;9;9;0;23;23;0;38;35;3;149;128;21;36;20;16;185;148;37
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;4011000;Bremen;vers.;58;42;16;0;0;0;9;8;1;9;8;1;6;6;0;5;3;2;29;22;7;9;3;6;38;25;13
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;4011000;Bremen;insg.;313;257;56;0;0;0;18;17;1;18;17;1;29;29;0;43;38;5;178;150;28;45;23;22;223;173;50
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;4012000;Bremerhaven;voll.;54;42;12;0;0;0;1;1;0;1;1;0;4;4;0;4;3;1;42;32;10;3;2;1;45;34;11
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;4012000;Bremerhaven;vers.;14;9;5;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;5;3;2;6;3;3;11;6;5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;4012000;Bremerhaven;insg.;68;51;17;0;0;0;1;1;0;1;1;0;6;6;0;5;4;1;47;35;12;9;5;4;56;40;16
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14511000;Chemnitz;voll.;59;54;5;0;0;0;0;0;0;0;0;0;14;12;2;11;10;1;33;32;1;1;0;1;34;32;2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14511000;Chemnitz;vers.;20;19;1;0;0;0;0;0;0;0;0;0;1;1;0;6;5;1;12;12;0;1;1;0;13;13;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14511000;Chemnitz;insg.;79;73;6;0;0;0;0;0;0;0;0;0;15;13;2;17;15;2;45;44;1;2;1;1;47;45;2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;12052000;Cottbus;voll.;16;13;3;0;0;0;2;2;0;2;2;0;1;1;0;2;2;0;11;8;3;0;0;0;11;8;3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;12052000;Cottbus;vers.;5;3;2;0;0;0;3;1;2;3;1;2;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;12052000;Cottbus;insg.;21;16;5;0;0;0;5;3;2;5;3;2;1;1;0;2;2;0;13;10;3;0;0;0;13;10;3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;6411000;Darmstadt;voll.;24;24;0;0;0;0;1;1;0;1;1;0;9;9;0;5;5;0;9;9;0;0;0;0;9;9;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;6411000;Darmstadt;vers.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;6411000;Darmstadt;insg.;26;26;0;0;0;0;1;1;0;1;1;0;9;9;0;5;5;0;11;11;0;0;0;0;11;11;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5913000;Dortmund;voll.;232;203;29;1;1;0;8;6;2;9;7;2;54;48;6;26;23;3;133;119;14;10;6;4;143;125;18
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5913000;Dortmund;vers.;63;50;13;0;0;0;9;6;3;9;6;3;11;10;1;5;4;1;34;26;8;4;4;0;38;30;8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5913000;Dortmund;insg.;295;253;42;1;1;0;17;12;5;18;13;5;65;58;7;31;27;4;167;145;22;14;10;4;181;155;26
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14612000;Dresden;voll.;140;128;12;0;0;0;6;6;0;6;6;0;37;34;3;19;18;1;71;65;6;7;5;2;78;70;8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14612000;Dresden;vers.;30;23;7;0;0;0;3;3;0;3;3;0;0;0;0;6;4;2;20;15;5;1;1;0;21;16;5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14612000;Dresden;insg.;170;151;19;0;0;0;9;9;0;9;9;0;37;34;3;25;22;3;91;80;11;8;6;2;99;86;13
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5112000;Duisburg;voll.;119;88;31;1;1;0;15;13;2;16;14;2;19;15;4;7;3;4;69;51;18;8;5;3;77;56;21
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5112000;Duisburg;vers.;52;39;13;0;0;0;14;11;3;14;11;3;9;6;3;5;5;0;19;14;5;5;3;2;24;17;7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5112000;Duisburg;insg.;171;127;44;1;1;0;29;24;5;30;25;5;28;21;7;12;8;4;88;65;23;13;8;5;101;73;28
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5111000;Düsseldorf;voll.;164;138;26;0;0;0;6;6;0;6;6;0;41;35;6;23;18;5;76;67;9;18;12;6;94;79;15
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5111000;Düsseldorf;vers.;41;36;5;0;0;0;2;2;0;2;2;0;8;8;0;4;4;0;25;21;4;2;1;1;27;22;5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5111000;Düsseldorf;insg.;205;174;31;0;0;0;8;8;0;8;8;0;49;43;6;27;22;5;101;88;13;20;13;7;121;101;20
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;16051000;Erfurt;voll.;31;26;5;0;0;0;2;2;0;2;2;0;4;4;0;6;6;0;19;14;5;0;0;0;19;14;5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;16051000;Erfurt;vers.;9;9;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;7;7;0;0;0;0;7;7;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;16051000;Erfurt;insg.;40;35;5;0;0;0;2;2;0;2;2;0;5;5;0;7;7;0;26;21;5;0;0;0;26;21;5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9562000;Erlangen;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9562000;Erlangen;vers.;3;3;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9562000;Erlangen;insg.;4;4;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5113000;Essen;voll.;173;141;32;0;0;0;7;6;1;7;6;1;30;27;3;19;16;3;90;76;14;27;16;11;117;92;25
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5113000;Essen;vers.;56;46;10;0;0;0;6;6;0;6;6;0;10;10;0;6;6;0;27;22;5;7;2;5;34;24;10
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5113000;Essen;insg.;229;187;42;0;0;0;13;12;1;13;12;1;40;37;3;25;22;3;117;98;19;34;18;16;151;116;35
